EmployeeID,SkillName,SkillType,AcquiredVia,ProficiencyLevel
54,SAP,Software Skill,Role,3
54,Science,Essential Skill,Role,3
54,Speaking,Essential Skill,Role,4
55,Adobe Acrobat,Software Skill,Transferable,2
55,Critical Thinking,Essential Skill,Role,2
55,Google Docs,Software Skill,Role,2
55,Linux,Software Skill,Transferable,2
55,Microsoft Excel,Software Skill,Role,2
55,Microsoft Office,Software Skill,Role,2
55,Microsoft Outlook,Software Skill,Role,4
55,Microsoft PowerPoint,Software Skill,Role,2
55,Reading Comprehension,Essential Skill,Role,2
55,Speaking,Essential Skill,Role,4
56,Active Listening,Essential Skill,Role,3
56,Adobe Acrobat,Software Skill,Role,4
56,Adobe Photoshop,Software Skill,Role,4
56,Mathematics,Essential Skill,Role,3
56,Microsoft Office,Software Skill,Role,4
56,Microsoft Outlook,Software Skill,Role,4
56,Microsoft PowerPoint,Software Skill,Role,3
56,Monitoring,Essential Skill,Role,2
56,Reading Comprehension,Essential Skill,Role,4
56,Writing,Essential Skill,Role,4
57,Active Listening,Essential Skill,Role,4
57,Atlassian Confluence,Software Skill,Transferable,2
57,Critical Thinking,Essential Skill,Role,3
57,Electronic Medical Record (EMR),Software Skill,Role,2
57,Email,Software Skill,Role,3
57,MEDITECH,Software Skill,Role,3
57,Microsoft Excel,Software Skill,Role,3
57,Microsoft Office,Software Skill,Role,4
57,Microsoft Outlook,Software Skill,Role,3
57,Microsoft Word,Software Skill,Role,3
57,Reading Comprehension,Essential Skill,Role,2
57,SAP,Software Skill,Role,3
57,Science,Essential Skill,Role,3
57,Speaking,Essential Skill,Role,2
57,Writing,Essential Skill,Role,3
58,Active Listening,Essential Skill,Role,4
58,Adobe Acrobat,Software Skill,Role,4
58,Amazon Web Services (AWS),Software Skill,Transferable,4
58,Critical Thinking,Essential Skill,Role,4
58,ESRI ArcGIS,Software Skill,Role,4
58,IBM SPSS Statistics,Software Skill,Role,5
58,Microsoft Access,Software Skill,Role,5
58,Microsoft Excel,Software Skill,Role,4
58,Microsoft PowerPoint,Software Skill,Role,4
58,Microsoft Word,Software Skill,Transferable,5
58,Reading Comprehension,Essential Skill,Role,4
58,Science,Essential Skill,Role,5
58,Speaking,Essential Skill,Role,4
60,Adobe Illustrator,Software Skill,Role,3
60,Adobe InDesign,Software Skill,Role,5
60,Adobe Photoshop,Software Skill,Role,3
60,Microsoft Excel,Software Skill,Role,4
60,Microsoft Outlook,Software Skill,Role,4
60,Microsoft PowerPoint,Software Skill,Role,3
61,Active Listening,Essential Skill,Role,2
61,Critical Thinking,Essential Skill,Role,2
61,Microsoft Excel,Software Skill,Role,1
61,Microsoft Office,Software Skill,Role,3
61,Oracle HRIS,Software Skill,Transferable,3
62,Active Learning,Essential Skill,Role,4
62,Adobe Acrobat,Software Skill,Role,4
62,Adobe Creative Cloud,Software Skill,Role,3
62,Adobe InDesign,Software Skill,Role,4
62,Adobe Photoshop,Software Skill,Role,5
62,Critical Thinking,Essential Skill,Role,4
62,Microsoft Excel,Software Skill,Role,4
62,Microsoft Office,Software Skill,Role,4
62,Microsoft Outlook,Software Skill,Role,3
62,Microsoft PowerPoint,Software Skill,Role,5
62,Salesforce,Software Skill,Role,4
62,Workday,Software Skill,Transferable,4
63,Active Listening,Essential Skill,Role,3
63,Google Docs,Software Skill,Role,2
63,Monitoring,Essential Skill,Role,2
63,R,Software Skill,Transferable,2
63,Speaking,Essential Skill,Role,1
63,Writing,Essential Skill,Role,3
64,Adobe Acrobat,Software Skill,Transferable,4
64,Reading Comprehension,Essential Skill,Role,4
64,Speaking,Essential Skill,Role,3
65,Active Learning,Essential Skill,Role,4
65,Active Listening,Essential Skill,Role,3
65,Apple macOS,Software Skill,Transferable,4
65,Critical Thinking,Essential Skill,Role,3
65,Google Docs,Software Skill,Role,4
65,Microsoft PowerPoint,Software Skill,Role,4
65,Microsoft Word,Software Skill,Role,4
65,Monitoring,Essential Skill,Role,2
65,Reading Comprehension,Essential Skill,Role,3
65,SAP,Software Skill,Role,4
65,Speaking,Essential Skill,Role,2
68,Active Learning,Essential Skill,Role,3
68,Active Listening,Essential Skill,Role,3
68,Adobe Photoshop,Software Skill,Role,4
68,Critical Thinking,Essential Skill,Role,4
68,Microsoft Access,Software Skill,Transferable,4
68,Microsoft Excel,Software Skill,Role,4
68,Microsoft Office,Software Skill,Role,4
68,Monitoring,Essential Skill,Role,5
68,Reading Comprehension,Essential Skill,Role,3
68,Speaking,Essential Skill,Role,3
70,Adobe Illustrator,Software Skill,Transferable,2
70,Microsoft Office,Software Skill,Role,2
70,Microsoft Outlook,Software Skill,Role,2
70,Python,Software Skill,Transferable,3
70,Salesforce,Software Skill,Role,3
70,Writing,Essential Skill,Role,4
72,Adobe Acrobat,Software Skill,Role,4
72,Adobe Creative Cloud,Software Skill,Role,3
72,Adobe Illustrator,Software Skill,Role,3
72,Adobe InDesign,Software Skill,Role,3
72,Critical Thinking,Essential Skill,Role,2
72,Mathematics,Essential Skill,Role,2
72,Microsoft Office,Software Skill,Role,3
72,Microsoft Outlook,Software Skill,Role,2
72,Microsoft PowerPoint,Software Skill,Role,2
72,SAS,Software Skill,Transferable,3
72,Salesforce,Software Skill,Role,3
73,Active Listening,Essential Skill,Role,4
73,Adobe Acrobat,Software Skill,Role,2
73,IBM SPSS Statistics,Software Skill,Role,4
73,Microsoft Azure,Software Skill,Transferable,4
73,Microsoft Excel,Software Skill,Role,4
73,Microsoft Office,Software Skill,Role,3
73,Microsoft PowerPoint,Software Skill,Role,3
73,Monitoring,Essential Skill,Role,4
73,Science,Essential Skill,Role,3
73,Writing,Essential Skill,Role,3
74,Active Learning,Essential Skill,Role,4
74,Adobe Acrobat,Software Skill,Role,4
74,Adobe Creative Cloud,Software Skill,Role,4
74,Adobe InDesign,Software Skill,Role,4
74,Apple macOS,Software Skill,Transferable,3
74,Microsoft Excel,Software Skill,Role,3
74,Microsoft Office,Software Skill,Role,3
74,Microsoft Outlook,Software Skill,Role,4
74,Monitoring,Essential Skill,Role,4
74,SAS,Software Skill,Transferable,3
74,Writing,Essential Skill,Role,3
75,Active Listening,Essential Skill,Role,2
75,Critical Thinking,Essential Skill,Role,4
75,ESRI ArcGIS,Software Skill,Transferable,3
75,Email,Software Skill,Role,3
75,Google Docs,Software Skill,Role,2
75,Microsoft Office,Software Skill,Role,2
75,Microsoft Outlook,Software Skill,Role,2
75,Microsoft Word,Software Skill,Role,3
75,Oracle HRIS,Software Skill,Transferable,3
75,Reading Comprehension,Essential Skill,Role,3
75,SAP,Software Skill,Role,2
75,Science,Essential Skill,Role,3
76,Active Learning,Essential Skill,Role,3
76,Electronic Medical Record (EMR),Software Skill,Role,4
76,Email,Software Skill,Role,4
76,MEDITECH,Software Skill,Role,3
76,Microsoft Excel,Software Skill,Role,4
76,Microsoft Outlook,Software Skill,Role,2
76,Microsoft PowerPoint,Software Skill,Role,5
76,Microsoft Word,Software Skill,Role,4
76,Reading Comprehension,Essential Skill,Role,3
76,Speaking,Essential Skill,Role,4
76,Writing,Essential Skill,Role,4
77,Amazon Web Services (AWS),Software Skill,Transferable,4
77,Microsoft Excel,Software Skill,Role,4
77,Microsoft Outlook,Software Skill,Role,3
77,SAP,Software Skill,Role,3
77,Speaking,Essential Skill,Role,2
78,Active Learning,Essential Skill,Role,3
78,Adobe After Effects,Software Skill,Role,2
78,Critical Thinking,Essential Skill,Role,3
78,Microsoft Azure,Software Skill,Transferable,3
78,Reading Comprehension,Essential Skill,Role,3
78,Speaking,Essential Skill,Role,3
79,Active Learning,Essential Skill,Role,5
79,Cisco Webex,Software Skill,Transferable,4
79,Electronic Medical Record (EMR),Software Skill,Role,3
79,Google Docs,Software Skill,Role,4
79,Microsoft Excel,Software Skill,Role,3
79,Microsoft Outlook,Software Skill,Role,3
79,Reading Comprehension,Essential Skill,Role,4
79,SAP,Software Skill,Role,3
79,Speaking,Essential Skill,Role,3
80,Active Listening,Essential Skill,Role,3
80,Adobe Acrobat,Software Skill,Role,5
80,Adobe InDesign,Software Skill,Transferable,4
80,ESRI ArcGIS,Software Skill,Role,4
80,IBM SPSS Statistics,Software Skill,Role,5
80,Microsoft Excel,Software Skill,Role,5
80,Microsoft PowerPoint,Software Skill,Role,4
80,Microsoft Project,Software Skill,Role,4
80,Microsoft Word,Software Skill,Transferable,4
80,Speaking,Essential Skill,Role,3
81,Active Learning,Essential Skill,Role,5
81,Adobe Creative Cloud,Software Skill,Role,4
81,Adobe Illustrator,Software Skill,Role,5
81,Critical Thinking,Essential Skill,Role,4
81,Microsoft Office,Software Skill,Role,3
81,Microsoft Outlook,Software Skill,Role,4
81,Microsoft PowerPoint,Software Skill,Role,4
81,Monitoring,Essential Skill,Role,3
81,Reading Comprehension,Essential Skill,Role,5
81,Salesforce,Software Skill,Role,4
81,Writing,Essential Skill,Role,4
83,Active Learning,Essential Skill,Role,4
83,Active Listening,Essential Skill,Role,3
83,Amazon Web Services (AWS),Software Skill,Role,4
83,Microsoft Excel,Software Skill,Role,3
83,Reading Comprehension,Essential Skill,Role,4
83,Salesforce,Software Skill,Role,4
83,Writing,Essential Skill,Role,2
84,Adobe Acrobat,Software Skill,Role,4
84,Adobe Photoshop,Software Skill,Role,4
84,Autodesk AutoCAD,Software Skill,Role,3
84,Critical Thinking,Essential Skill,Role,4
84,Google Analytics,Software Skill,Role,4
84,Learning Strategies,Essential Skill,Role,3
84,Microsoft Excel,Software Skill,Role,4
84,Microsoft Office,Software Skill,Role,3
84,Microsoft PowerPoint,Software Skill,Role,4
84,Monitoring,Essential Skill,Role,4
84,Speaking,Essential Skill,Role,4
85,Active Listening,Essential Skill,Role,3
85,Adobe Photoshop,Software Skill,Role,3
85,Critical Thinking,Essential Skill,Role,3
85,Microsoft Office,Software Skill,Role,2
86,Active Learning,Essential Skill,Role,3
86,Active Listening,Essential Skill,Role,5
86,Critical Thinking,Essential Skill,Role,4
86,ESRI ArcGIS,Software Skill,Role,4
86,Mathematics,Essential Skill,Role,4
86,Microsoft Excel,Software Skill,Role,5
86,Microsoft Office,Software Skill,Role,4
86,Microsoft Project,Software Skill,Role,4
86,Monitoring,Essential Skill,Transferable,4
86,Python,Software Skill,Role,4
86,R,Software Skill,Role,3
86,Reading Comprehension,Essential Skill,Role,4
86,Salesforce,Software Skill,Transferable,4
86,Science,Essential Skill,Role,4
86,Writing,Essential Skill,Role,3
88,Active Listening,Essential Skill,Role,2
88,Critical Thinking,Essential Skill,Role,1
88,ESRI ArcGIS,Software Skill,Role,3
88,Microsoft SharePoint,Software Skill,Transferable,3
88,Reading Comprehension,Essential Skill,Role,2
88,Writing,Essential Skill,Role,3
90,Adobe Photoshop,Software Skill,Role,3
90,ESRI ArcGIS,Software Skill,Role,2
90,MATLAB,Software Skill,Role,2
90,Microsoft Project,Software Skill,Role,2
90,Speaking,Essential Skill,Role,1
90,Writing,Essential Skill,Role,3
91,Active Learning,Essential Skill,Role,3
91,Active Listening,Essential Skill,Role,2
91,Linux,Software Skill,Transferable,3
91,Mathematics,Essential Skill,Role,2
91,Microsoft Excel,Software Skill,Role,2
91,Python,Software Skill,Transferable,3
91,Salesforce,Software Skill,Role,3
91,Writing,Essential Skill,Role,2
94,Autodesk AutoCAD,Software Skill,Transferable,2
94,MATLAB,Software Skill,Role,3
94,Mathematics,Essential Skill,Role,3
94,Microsoft Project,Software Skill,Role,4
94,Python,Software Skill,Role,3
94,Science,Essential Skill,Role,3
94,Speaking,Essential Skill,Role,3
94,Writing,Essential Skill,Role,3
95,Active Learning,Essential Skill,Role,3
95,Mathematics,Essential Skill,Role,3
95,Microsoft Excel,Software Skill,Role,3
95,Microsoft Office,Software Skill,Role,4
95,Microsoft Project,Software Skill,Role,3
95,R,Software Skill,Role,3
95,Reading Comprehension,Essential Skill,Role,3
95,SAS,Software Skill,Role,4
95,Speaking,Essential Skill,Role,3
96,Active Learning,Essential Skill,Role,2
96,IBM SPSS Statistics,Software Skill,Role,3
96,MATLAB,Software Skill,Role,2
96,Mathematics,Essential Skill,Role,2
96,Microsoft Excel,Software Skill,Role,3
96,Microsoft Office,Software Skill,Role,3
96,R,Software Skill,Role,3
96,SAS,Software Skill,Role,4
96,Science,Essential Skill,Role,3
97,Active Listening,Essential Skill,Role,3
97,Apple macOS,Software Skill,Transferable,2
97,Critical Thinking,Essential Skill,Role,2
97,HubSpot,Software Skill,Transferable,3
97,MEDITECH,Software Skill,Role,3
97,Microsoft Excel,Software Skill,Role,2
97,Microsoft Outlook,Software Skill,Role,5
97,Microsoft PowerPoint,Software Skill,Role,4
97,Writing,Essential Skill,Role,3
98,Active Learning,Essential Skill,Role,4
98,Active Listening,Essential Skill,Role,4
98,Adobe Acrobat,Software Skill,Role,3
98,Adobe After Effects,Software Skill,Role,3
98,Adobe InDesign,Software Skill,Role,4
98,Adobe Photoshop,Software Skill,Role,3
98,Amazon Web Services (AWS),Software Skill,Transferable,3
