EmployeeID,Department,JobRole,MissingSkill,Importance
4,Research & Development,Laboratory Technician,Writing,3.0
5,Research & Development,Research Scientist,R,4.5
5,Research & Development,Research Scientist,Microsoft Office,4.5
5,Research & Development,Research Scientist,Reading Comprehension,4.0
5,Research & Development,Research Scientist,Mathematics,3.62
5,Research & Development,Research Scientist,MATLAB,3.5
5,Research & Development,Research Scientist,ESRI ArcGIS,3.5
5,Research & Development,Research Scientist,SAS,3.5
5,Research & Development,Research Scientist,Python,3.5
5,Research & Development,Research Scientist,Adobe Photoshop,3.5
7,Research & Development,Laboratory Technician,Reading Comprehension,3.75
7,Research & Development,Laboratory Technician,Active Listening,3.62
7,Research & Development,Laboratory Technician,Microsoft PowerPoint,3.5
7,Research & Development,Laboratory Technician,Microsoft Word,3.5
7,Research & Development,Laboratory Technician,MEDITECH,3.5
7,Research & Development,Laboratory Technician,Google Docs,3.5
7,Research & Development,Laboratory Technician,Microsoft Outlook,3.5
7,Research & Development,Laboratory Technician,Speaking,3.12
7,Research & Development,Laboratory Technician,Monitoring,3.0
7,Research & Development,Laboratory Technician,Science,3.0
7,Research & Development,Laboratory Technician,Email,3.0
7,Research & Development,Laboratory Technician,Writing,3.0
8,Research & Development,Laboratory Technician,Microsoft Excel,4.5
8,Research & Development,Laboratory Technician,Reading Comprehension,3.75
8,Research & Development,Laboratory Technician,Active Listening,3.62
8,Research & Development,Laboratory Technician,SAP,3.5
8,Research & Development,Laboratory Technician,Microsoft PowerPoint,3.5
8,Research & Development,Laboratory Technician,Microsoft Word,3.5
8,Research & Development,Laboratory Technician,Microsoft Outlook,3.5
8,Research & Development,Laboratory Technician,Critical Thinking,3.25
8,Research & Development,Laboratory Technician,Monitoring,3.0
8,Research & Development,Laboratory Technician,Electronic Medical Record (EMR),3.0
8,Research & Development,Laboratory Technician,Science,3.0
8,Research & Development,Laboratory Technician,Writing,3.0
10,Research & Development,Laboratory Technician,Microsoft Office,4.5
10,Research & Development,Laboratory Technician,Active Listening,3.62
10,Research & Development,Laboratory Technician,Microsoft Word,3.5
10,Research & Development,Laboratory Technician,MEDITECH,3.5
10,Research & Development,Laboratory Technician,Microsoft Outlook,3.5
10,Research & Development,Laboratory Technician,Critical Thinking,3.25
10,Research & Development,Laboratory Technician,Monitoring,3.0
10,Research & Development,Laboratory Technician,Electronic Medical Record (EMR),3.0
10,Research & Development,Laboratory Technician,Email,3.0
10,Research & Development,Laboratory Technician,Active Learning,3.0
10,Research & Development,Laboratory Technician,Writing,3.0
11,Research & Development,Laboratory Technician,Microsoft Excel,4.5
11,Research & Development,Laboratory Technician,Reading Comprehension,3.75
11,Research & Development,Laboratory Technician,SAP,3.5
11,Research & Development,Laboratory Technician,Microsoft PowerPoint,3.5
11,Research & Development,Laboratory Technician,MEDITECH,3.5
11,Research & Development,Laboratory Technician,Google Docs,3.5
11,Research & Development,Laboratory Technician,Monitoring,3.0
11,Research & Development,Laboratory Technician,Science,3.0
11,Research & Development,Laboratory Technician,Active Learning,3.0
12,Research & Development,Manufacturing Director,Microsoft PowerPoint,4.5
12,Research & Development,Manufacturing Director,Microsoft Excel,4.5
12,Research & Development,Manufacturing Director,Microsoft Outlook,4.5
12,Research & Development,Manufacturing Director,Reading Comprehension,3.88
12,Research & Development,Manufacturing Director,Active Listening,3.88
12,Research & Development,Manufacturing Director,Adobe After Effects,3.5
12,Research & Development,Manufacturing Director,Adobe InDesign,3.5
12,Research & Development,Manufacturing Director,Adobe Acrobat,3.5
12,Research & Development,Manufacturing Director,Adobe Photoshop,3.5
12,Research & Development,Manufacturing Director,Autodesk AutoCAD,3.5
13,Research & Development,Healthcare Representative,Microsoft Office,4.5
13,Research & Development,Healthcare Representative,Active Listening,4.12
13,Research & Development,Healthcare Representative,Reading Comprehension,3.75
13,Research & Development,Healthcare Representative,Microsoft Azure,3.5
13,Research & Development,Healthcare Representative,Amazon Web Services (AWS),3.5
13,Research & Development,Healthcare Representative,Critical Thinking,3.38
13,Research & Development,Healthcare Representative,Writing,3.38
13,Research & Development,Healthcare Representative,Monitoring,3.12
13,Research & Development,Healthcare Representative,Mathematics,2.88
14,Research & Development,Laboratory Technician,Microsoft Excel,4.5
14,Research & Development,Laboratory Technician,Active Listening,3.62
14,Research & Development,Laboratory Technician,MEDITECH,3.5
14,Research & Development,Laboratory Technician,Microsoft Outlook,3.5
14,Research & Development,Laboratory Technician,Speaking,3.12
14,Research & Development,Laboratory Technician,Monitoring,3.0
14,Research & Development,Laboratory Technician,Electronic Medical Record (EMR),3.0
14,Research & Development,Laboratory Technician,Email,3.0
14,Research & Development,Laboratory Technician,Active Learning,3.0
15,Research & Development,Laboratory Technician,Microsoft Excel,4.5
15,Research & Development,Laboratory Technician,Microsoft Office,4.5
15,Research & Development,Laboratory Technician,Reading Comprehension,3.75
15,Research & Development,Laboratory Technician,Active Listening,3.62
15,Research & Development,Laboratory Technician,SAP,3.5
15,Research & Development,Laboratory Technician,Microsoft PowerPoint,3.5
15,Research & Development,Laboratory Technician,Microsoft Word,3.5
15,Research & Development,Laboratory Technician,MEDITECH,3.5
15,Research & Development,Laboratory Technician,Google Docs,3.5
15,Research & Development,Laboratory Technician,Electronic Medical Record (EMR),3.0
15,Research & Development,Laboratory Technician,Science,3.0
15,Research & Development,Laboratory Technician,Active Learning,3.0
16,Research & Development,Research Scientist,Microsoft Excel,4.5
16,Research & Development,Research Scientist,R,4.5
16,Research & Development,Research Scientist,Writing,4.25
16,Research & Development,Research Scientist,Speaking,4.12
16,Research & Development,Research Scientist,Active Learning,4.12
16,Research & Development,Research Scientist,Critical Thinking,4.0
16,Research & Development,Research Scientist,Active Listening,4.0
16,Research & Development,Research Scientist,Mathematics,3.62
16,Research & Development,Research Scientist,MATLAB,3.5
16,Research & Development,Research Scientist,IBM SPSS Statistics,3.5
16,Research & Development,Research Scientist,SAS,3.5
16,Research & Development,Research Scientist,Python,3.5
18,Research & Development,Laboratory Technician,Microsoft Office,4.5
18,Research & Development,Laboratory Technician,Reading Comprehension,3.75
18,Research & Development,Laboratory Technician,Microsoft PowerPoint,3.5
18,Research & Development,Laboratory Technician,MEDITECH,3.5
18,Research & Development,Laboratory Technician,Google Docs,3.5
18,Research & Development,Laboratory Technician,Microsoft Outlook,3.5
18,Research & Development,Laboratory Technician,Speaking,3.12
18,Research & Development,Laboratory Technician,Monitoring,3.0
18,Research & Development,Laboratory Technician,Electronic Medical Record (EMR),3.0
18,Research & Development,Laboratory Technician,Science,3.0
18,Research & Development,Laboratory Technician,Active Learning,3.0
18,Research & Development,Laboratory Technician,Writing,3.0
19,Research & Development,Laboratory Technician,Microsoft Excel,4.5
19,Research & Development,Laboratory Technician,Microsoft Office,4.5
19,Research & Development,Laboratory Technician,Reading Comprehension,3.75
19,Research & Development,Laboratory Technician,Microsoft PowerPoint,3.5
19,Research & Development,Laboratory Technician,MEDITECH,3.5
19,Research & Development,Laboratory Technician,Google Docs,3.5
19,Research & Development,Laboratory Technician,Critical Thinking,3.25
19,Research & Development,Laboratory Technician,Speaking,3.12
19,Research & Development,Laboratory Technician,Monitoring,3.0
19,Research & Development,Laboratory Technician,Electronic Medical Record (EMR),3.0
19,Research & Development,Laboratory Technician,Email,3.0
19,Research & Development,Laboratory Technician,Active Learning,3.0
19,Research & Development,Laboratory Technician,Writing,3.0
20,Research & Development,Manufacturing Director,SAP,4.5
20,Research & Development,Manufacturing Director,Microsoft Office,4.5
20,Research & Development,Manufacturing Director,Microsoft Outlook,4.5
20,Research & Development,Manufacturing Director,Reading Comprehension,3.88
20,Research & Development,Manufacturing Director,Active Learning,3.62
20,Research & Development,Manufacturing Director,Adobe After Effects,3.5
20,Research & Development,Manufacturing Director,Adobe InDesign,3.5
20,Research & Development,Manufacturing Director,Adobe Photoshop,3.5
21,Research & Development,Research Scientist,Microsoft Excel,4.5
21,Research & Development,Research Scientist,R,4.5
21,Research & Development,Research Scientist,Writing,4.25
21,Research & Development,Research Scientist,Science,4.12
21,Research & Development,Research Scientist,Critical Thinking,4.0
21,Research & Development,Research Scientist,Reading Comprehension,4.0
21,Research & Development,Research Scientist,Active Listening,4.0
21,Research & Development,Research Scientist,MATLAB,3.5
21,Research & Development,Research Scientist,Microsoft Project,3.5
21,Research & Development,Research Scientist,SAS,3.5
21,Research & Development,Research Scientist,Python,3.5
22,Research & Development,Laboratory Technician,Microsoft Excel,4.5
22,Research & Development,Laboratory Technician,Active Listening,3.62
22,Research & Development,Laboratory Technician,SAP,3.5
22,Research & Development,Laboratory Technician,Microsoft PowerPoint,3.5
22,Research & Development,Laboratory Technician,Microsoft Word,3.5
22,Research & Development,Laboratory Technician,MEDITECH,3.5
22,Research & Development,Laboratory Technician,Google Docs,3.5
22,Research & Development,Laboratory Technician,Microsoft Outlook,3.5
22,Research & Development,Laboratory Technician,Critical Thinking,3.25
22,Research & Development,Laboratory Technician,Electronic Medical Record (EMR),3.0
22,Research & Development,Laboratory Technician,Science,3.0
22,Research & Development,Laboratory Technician,Email,3.0
22,Research & Development,Laboratory Technician,Active Learning,3.0
23,Sales,Manager,Microsoft Excel,4.5
23,Sales,Manager,Active Listening,4.0
23,Sales,Manager,Adobe Acrobat,3.5
23,Sales,Manager,Adobe Photoshop,3.5
23,Sales,Manager,Autodesk AutoCAD,3.5
24,Research & Development,Research Scientist,Microsoft Excel,4.5
24,Research & Development,Research Scientist,R,4.5
24,Research & Development,Research Scientist,Writing,4.25
24,Research & Development,Research Scientist,Reading Comprehension,4.0
24,Research & Development,Research Scientist,Active Listening,4.0
24,Research & Development,Research Scientist,Mathematics,3.62
24,Research & Development,Research Scientist,MATLAB,3.5
24,Research & Development,Research Scientist,Microsoft Project,3.5
24,Research & Development,Research Scientist,SAS,3.5
24,Research & Development,Research Scientist,Python,3.5
24,Research & Development,Research Scientist,Adobe Photoshop,3.5
26,Research & Development,Manufacturing Director,Microsoft PowerPoint,4.5
26,Research & Development,Manufacturing Director,Microsoft Excel,4.5
26,Research & Development,Manufacturing Director,Microsoft Outlook,4.5
26,Research & Development,Manufacturing Director,Monitoring,4.0
26,Research & Development,Manufacturing Director,Speaking,4.0
26,Research & Development,Manufacturing Director,Active Listening,3.88
26,Research & Development,Manufacturing Director,Active Learning,3.62
26,Research & Development,Manufacturing Director,Adobe After Effects,3.5
26,Research & Development,Manufacturing Director,Adobe InDesign,3.5
26,Research & Development,Manufacturing Director,Adobe Acrobat,3.5
26,Research & Development,Manufacturing Director,Adobe Photoshop,3.5
26,Research & Development,Manufacturing Director,Autodesk AutoCAD,3.5
26,Research & Development,Manufacturing Director,Writing,3.38
27,Sales,Sales Representative,Speaking,3.88
27,Sales,Sales Representative,IBM SPSS Statistics,3.5
27,Sales,Sales Representative,Microsoft PowerPoint,3.5
27,Sales,Sales Representative,Microsoft Word,3.5
27,Sales,Sales Representative,HubSpot,3.5
27,Sales,Sales Representative,Microsoft Outlook,3.5
27,Sales,Sales Representative,Microsoft Project,3.5
27,Sales,Sales Representative,Critical Thinking,3.38
27,Sales,Sales Representative,Active Learning,3.38
27,Sales,Sales Representative,Monitoring,3.12
27,Sales,Sales Representative,Mathematics,2.62
28,Research & Development,Research Director,Science,4.12
28,Research & Development,Research Director,Active Listening,4.0
28,Research & Development,Research Director,Speaking,3.88
28,Research & Development,Research Director,Writing,3.88
28,Research & Development,Research Director,Microsoft Project,3.5
28,Research & Development,Research Director,IBM SPSS Statistics,3.5
28,Research & Development,Research Director,Active Learning,3.5
28,Research & Development,Research Director,Microsoft Visio,3.5
28,Research & Development,Research Director,Adobe Acrobat,3.5
28,Research & Development,Research Director,Microsoft Access,3.5
30,Research & Development,Research Scientist,Microsoft Excel,4.5
30,Research & Development,Research Scientist,R,4.5
30,Research & Development,Research Scientist,Microsoft Office,4.5
30,Research & Development,Research Scientist,Science,4.12
30,Research & Development,Research Scientist,Critical Thinking,4.0
30,Research & Development,Research Scientist,Reading Comprehension,4.0
30,Research & Development,Research Scientist,Active Listening,4.0
30,Research & Development,Research Scientist,ESRI ArcGIS,3.5
30,Research & Development,Research Scientist,SAS,3.5
30,Research & Development,Research Scientist,Python,3.5
30,Research & Development,Research Scientist,Adobe Photoshop,3.5
31,Research & Development,Research Scientist,Microsoft Excel,4.5
31,Research & Development,Research Scientist,R,4.5
31,Research & Development,Research Scientist,Microsoft Office,4.5
31,Research & Development,Research Scientist,Writing,4.25
31,Research & Development,Research Scientist,Science,4.12
31,Research & Development,Research Scientist,Speaking,4.12
31,Research & Development,Research Scientist,Critical Thinking,4.0
31,Research & Development,Research Scientist,Mathematics,3.62
31,Research & Development,Research Scientist,IBM SPSS Statistics,3.5
31,Research & Development,Research Scientist,ESRI ArcGIS,3.5
31,Research & Development,Research Scientist,SAS,3.5
31,Research & Development,Research Scientist,Python,3.5
31,Research & Development,Research Scientist,Adobe Photoshop,3.5
31,Research & Development,Research Scientist,Microsoft Project,3.5
32,Research & Development,Manager,Microsoft PowerPoint,4.5
32,Research & Development,Manager,Active Learning,3.62
32,Research & Development,Manager,Apple macOS,3.5
32,Research & Development,Manager,Atlassian JIRA,3.5
32,Research & Development,Manager,Atlassian Confluence,3.5
32,Research & Development,Manager,Google Analytics,3.5
32,Research & Development,Manager,Adobe Acrobat,3.5
32,Research & Development,Manager,Autodesk AutoCAD,3.5
32,Research & Development,Manager,Learning Strategies,3.0
33,Research & Development,Research Scientist,Microsoft Excel,4.5
33,Research & Development,Research Scientist,Speaking,4.12
33,Research & Development,Research Scientist,Active Learning,4.12
33,Research & Development,Research Scientist,Critical Thinking,4.0
33,Research & Development,Research Scientist,Active Listening,4.0
33,Research & Development,Research Scientist,IBM SPSS Statistics,3.5
33,Research & Development,Research Scientist,SAS,3.5
35,Sales,Sales Executive,Microsoft Excel,4.5
35,Sales,Sales Executive,Microsoft Outlook,4.5
35,Sales,Sales Executive,Adobe Creative Cloud,3.5
35,Sales,Sales Executive,Adobe InDesign,3.5
35,Sales,Sales Executive,Critical Thinking,3.5
35,Sales,Sales Executive,Adobe Acrobat,3.5
35,Sales,Sales Executive,Monitoring,3.12
36,Research & Development,Healthcare Representative,Microsoft Outlook,4.5
36,Research & Development,Healthcare Representative,Google Workspace,3.5
36,Research & Development,Healthcare Representative,Linux,3.5
36,Research & Development,Healthcare Representative,Apache Hadoop,3.5
36,Research & Development,Healthcare Representative,Microsoft Access,3.5
36,Research & Development,Healthcare Representative,Monitoring,3.12
38,Sales,Manager,Monitoring,4.0
38,Sales,Manager,Critical Thinking,3.88
38,Sales,Manager,Apple macOS,3.5
38,Sales,Manager,Atlassian Confluence,3.5
38,Sales,Manager,Google Analytics,3.5
38,Sales,Manager,Writing,3.5
38,Sales,Manager,Adobe Photoshop,3.5
38,Sales,Manager,Learning Strategies,3.0
39,Research & Development,Laboratory Technician,Reading Comprehension,3.75
39,Research & Development,Laboratory Technician,Active Listening,3.62
39,Research & Development,Laboratory Technician,SAP,3.5
39,Research & Development,Laboratory Technician,MEDITECH,3.5
39,Research & Development,Laboratory Technician,Google Docs,3.5
39,Research & Development,Laboratory Technician,Microsoft Outlook,3.5
39,Research & Development,Laboratory Technician,Critical Thinking,3.25
39,Research & Development,Laboratory Technician,Speaking,3.12
39,Research & Development,Laboratory Technician,Monitoring,3.0
39,Research & Development,Laboratory Technician,Electronic Medical Record (EMR),3.0
39,Research & Development,Laboratory Technician,Science,3.0
39,Research & Development,Laboratory Technician,Email,3.0
39,Research & Development,Laboratory Technician,Active Learning,3.0
39,Research & Development,Laboratory Technician,Writing,3.0
40,Research & Development,Healthcare Representative,Salesforce,4.5
40,Research & Development,Healthcare Representative,Speaking,4.25
40,Research & Development,Healthcare Representative,Active Listening,4.12
40,Research & Development,Healthcare Representative,Reading Comprehension,3.75
40,Research & Development,Healthcare Representative,Active Learning,3.5
40,Research & Development,Healthcare Representative,Microsoft Access,3.5
40,Research & Development,Healthcare Representative,Amazon Web Services (AWS),3.5
40,Research & Development,Healthcare Representative,Mathematics,2.88
41,Research & Development,Laboratory Technician,Microsoft Excel,4.5
41,Research & Development,Laboratory Technician,Microsoft Office,4.5
41,Research & Development,Laboratory Technician,Reading Comprehension,3.75
41,Research & Development,Laboratory Technician,Microsoft Word,3.5
41,Research & Development,Laboratory Technician,MEDITECH,3.5
41,Research & Development,Laboratory Technician,Google Docs,3.5
41,Research & Development,Laboratory Technician,Microsoft Outlook,3.5
41,Research & Development,Laboratory Technician,Speaking,3.12
41,Research & Development,Laboratory Technician,Electronic Medical Record (EMR),3.0
41,Research & Development,Laboratory Technician,Science,3.0
41,Research & Development,Laboratory Technician,Writing,3.0
42,Sales,Sales Representative,Salesforce,4.5
42,Sales,Sales Representative,Active Listening,3.88
42,Sales,Sales Representative,Reading Comprehension,3.62
42,Sales,Sales Representative,IBM SPSS Statistics,3.5
42,Sales,Sales Representative,Microsoft Word,3.5
42,Sales,Sales Representative,Microsoft PowerPoint,3.5
42,Sales,Sales Representative,Active Learning,3.38
42,Sales,Sales Representative,Writing,3.38
42,Sales,Sales Representative,Mathematics,2.62
45,Research & Development,Research Scientist,Microsoft Excel,4.5
45,Research & Development,Research Scientist,Microsoft Office,4.5
45,Research & Development,Research Scientist,Writing,4.25
45,Research & Development,Research Scientist,Speaking,4.12
45,Research & Development,Research Scientist,Active Learning,4.12
45,Research & Development,Research Scientist,Reading Comprehension,4.0
45,Research & Development,Research Scientist,IBM SPSS Statistics,3.5
45,Research & Development,Research Scientist,ESRI ArcGIS,3.5
45,Research & Development,Research Scientist,Python,3.5
45,Research & Development,Research Scientist,Adobe Photoshop,3.5
45,Research & Development,Research Scientist,Microsoft Project,3.5
46,Research & Development,Research Scientist,Microsoft Excel,4.5
46,Research & Development,Research Scientist,R,4.5
46,Research & Development,Research Scientist,Science,4.12
46,Research & Development,Research Scientist,Speaking,4.12
46,Research & Development,Research Scientist,Active Learning,4.12
46,Research & Development,Research Scientist,Active Listening,4.0
46,Research & Development,Research Scientist,Mathematics,3.62
46,Research & Development,Research Scientist,MATLAB,3.5
46,Research & Development,Research Scientist,Microsoft Project,3.5
46,Research & Development,Research Scientist,Adobe Photoshop,3.5
47,Sales,Sales Representative,Microsoft Excel,4.5
47,Sales,Sales Representative,Microsoft Office,4.5
47,Sales,Sales Representative,Salesforce,4.5
47,Sales,Sales Representative,Reading Comprehension,3.62
47,Sales,Sales Representative,IBM SPSS Statistics,3.5
47,Sales,Sales Representative,Microsoft PowerPoint,3.5
47,Sales,Sales Representative,Apple macOS,3.5
47,Sales,Sales Representative,Microsoft Word,3.5
47,Sales,Sales Representative,HubSpot,3.5
47,Sales,Sales Representative,Microsoft Outlook,3.5
47,Sales,Sales Representative,Microsoft Project,3.5
47,Sales,Sales Representative,Active Learning,3.38
47,Sales,Sales Representative,Writing,3.38
47,Sales,Sales Representative,Monitoring,3.12
47,Sales,Sales Representative,Mathematics,2.62
49,Sales,Sales Representative,Salesforce,4.5
49,Sales,Sales Representative,Speaking,3.88
49,Sales,Sales Representative,Active Listening,3.88
49,Sales,Sales Representative,Reading Comprehension,3.62
49,Sales,Sales Representative,Microsoft Word,3.5
49,Sales,Sales Representative,Microsoft PowerPoint,3.5
49,Sales,Sales Representative,Critical Thinking,3.38
49,Sales,Sales Representative,Active Learning,3.38
51,Research & Development,Research Scientist,Microsoft Office,4.5
51,Research & Development,Research Scientist,Writing,4.25
51,Research & Development,Research Scientist,Science,4.12
51,Research & Development,Research Scientist,Speaking,4.12
51,Research & Development,Research Scientist,Active Learning,4.12
51,Research & Development,Research Scientist,Critical Thinking,4.0
51,Research & Development,Research Scientist,Mathematics,3.62
51,Research & Development,Research Scientist,MATLAB,3.5
51,Research & Development,Research Scientist,IBM SPSS Statistics,3.5
51,Research & Development,Research Scientist,ESRI ArcGIS,3.5
51,Research & Development,Research Scientist,SAS,3.5
51,Research & Development,Research Scientist,Python,3.5
51,Research & Development,Research Scientist,Adobe Photoshop,3.5
51,Research & Development,Research Scientist,Microsoft Project,3.5
52,Sales,Sales Executive,Microsoft PowerPoint,4.5
52,Sales,Sales Executive,Microsoft Office,4.5
52,Sales,Sales Executive,Salesforce,4.5
52,Sales,Sales Executive,Adobe Creative Cloud,3.5
52,Sales,Sales Executive,Adobe InDesign,3.5
52,Sales,Sales Executive,Adobe Illustrator,3.5
52,Sales,Sales Executive,Monitoring,3.12
52,Sales,Sales Executive,Active Learning,3.12
53,Research & Development,Laboratory Technician,Microsoft Excel,4.5
53,Research & Development,Laboratory Technician,Microsoft Office,4.5
53,Research & Development,Laboratory Technician,Reading Comprehension,3.75
53,Research & Development,Laboratory Technician,Active Listening,3.62
53,Research & Development,Laboratory Technician,SAP,3.5
53,Research & Development,Laboratory Technician,Microsoft PowerPoint,3.5
53,Research & Development,Laboratory Technician,Microsoft Word,3.5
53,Research & Development,Laboratory Technician,Google Docs,3.5
53,Research & Development,Laboratory Technician,Microsoft Outlook,3.5
53,Research & Development,Laboratory Technician,Critical Thinking,3.25
53,Research & Development,Laboratory Technician,Speaking,3.12
53,Research & Development,Laboratory Technician,Monitoring,3.0
53,Research & Development,Laboratory Technician,Electronic Medical Record (EMR),3.0
53,Research & Development,Laboratory Technician,Science,3.0
53,Research & Development,Laboratory Technician,Email,3.0
53,Research & Development,Laboratory Technician,Writing,3.0
54,Research & Development,Laboratory Technician,Microsoft Office,4.5
54,Research & Development,Laboratory Technician,Active Listening,3.62
54,Research & Development,Laboratory Technician,Google Docs,3.5
54,Research & Development,Laboratory Technician,Microsoft Outlook,3.5
54,Research & Development,Laboratory Technician,Electronic Medical Record (EMR),3.0
54,Research & Development,Laboratory Technician,Monitoring,3.0
54,Research & Development,Laboratory Technician,Active Learning,3.0
54,Research & Development,Laboratory Technician,Writing,3.0
55,Research & Development,Laboratory Technician,Active Listening,3.62
55,Research & Development,Laboratory Technician,SAP,3.5
55,Research & Development,Laboratory Technician,Microsoft Word,3.5
55,Research & Development,Laboratory Technician,MEDITECH,3.5
55,Research & Development,Laboratory Technician,Monitoring,3.0
55,Research & Development,Laboratory Technician,Electronic Medical Record (EMR),3.0
55,Research & Development,Laboratory Technician,Science,3.0
55,Research & Development,Laboratory Technician,Email,3.0
55,Research & Development,Laboratory Technician,Active Learning,3.0
55,Research & Development,Laboratory Technician,Writing,3.0
56,Sales,Sales Executive,Microsoft Excel,4.5
56,Sales,Sales Executive,Salesforce,4.5
56,Sales,Sales Executive,Speaking,4.0
56,Sales,Sales Executive,Adobe Creative Cloud,3.5
56,Sales,Sales Executive,Adobe InDesign,3.5
56,Sales,Sales Executive,Critical Thinking,3.5
56,Sales,Sales Executive,Adobe Illustrator,3.5
56,Sales,Sales Executive,Active Learning,3.12
57,Research & Development,Laboratory Technician,Google Docs,3.5
57,Research & Development,Laboratory Technician,Microsoft PowerPoint,3.5
57,Research & Development,Laboratory Technician,Active Learning,3.0
57,Research & Development,Laboratory Technician,Monitoring,3.0
58,Research & Development,Research Director,Microsoft Office,4.5
58,Research & Development,Research Director,Monitoring,4.0
58,Research & Development,Research Director,Writing,3.88
58,Research & Development,Research Director,Microsoft SharePoint,3.5
58,Research & Development,Research Director,Microsoft Visio,3.5
58,Research & Development,Research Director,Active Learning,3.5
58,Research & Development,Research Director,Microsoft Project,3.5
60,Sales,Sales Executive,Microsoft Office,4.5
60,Sales,Sales Executive,Salesforce,4.5
60,Sales,Sales Executive,Speaking,4.0
60,Sales,Sales Executive,Active Listening,4.0
60,Sales,Sales Executive,Adobe Creative Cloud,3.5
60,Sales,Sales Executive,Critical Thinking,3.5
60,Sales,Sales Executive,Adobe Acrobat,3.5
60,Sales,Sales Executive,Reading Comprehension,3.38
60,Sales,Sales Executive,Writing,3.25
60,Sales,Sales Executive,Monitoring,3.12
60,Sales,Sales Executive,Active Learning,3.12
60,Sales,Sales Executive,Mathematics,2.25
61,Research & Development,Research Scientist,R,4.5
61,Research & Development,Research Scientist,Writing,4.25
61,Research & Development,Research Scientist,Science,4.12
61,Research & Development,Research Scientist,Speaking,4.12
61,Research & Development,Research Scientist,Active Learning,4.12
61,Research & Development,Research Scientist,Reading Comprehension,4.0
61,Research & Development,Research Scientist,Mathematics,3.62
61,Research & Development,Research Scientist,MATLAB,3.5
61,Research & Development,Research Scientist,IBM SPSS Statistics,3.5
61,Research & Development,Research Scientist,ESRI ArcGIS,3.5
61,Research & Development,Research Scientist,SAS,3.5
61,Research & Development,Research Scientist,Python,3.5
61,Research & Development,Research Scientist,Adobe Photoshop,3.5
61,Research & Development,Research Scientist,Microsoft Project,3.5
62,Sales,Sales Executive,Speaking,4.0
62,Sales,Sales Executive,Active Listening,4.0
62,Sales,Sales Executive,Adobe Illustrator,3.5
62,Sales,Sales Executive,Reading Comprehension,3.38
62,Sales,Sales Executive,Writing,3.25
62,Sales,Sales Executive,Monitoring,3.12
62,Sales,Sales Executive,Mathematics,2.25
63,Research & Development,Laboratory Technician,Microsoft Excel,4.5
63,Research & Development,Laboratory Technician,Microsoft Office,4.5
63,Research & Development,Laboratory Technician,Reading Comprehension,3.75
63,Research & Development,Laboratory Technician,SAP,3.5
63,Research & Development,Laboratory Technician,Microsoft PowerPoint,3.5
63,Research & Development,Laboratory Technician,Microsoft Word,3.5
63,Research & Development,Laboratory Technician,MEDITECH,3.5
63,Research & Development,Laboratory Technician,Microsoft Outlook,3.5
63,Research & Development,Laboratory Technician,Critical Thinking,3.25
63,Research & Development,Laboratory Technician,Electronic Medical Record (EMR),3.0
63,Research & Development,Laboratory Technician,Science,3.0
63,Research & Development,Laboratory Technician,Email,3.0
63,Research & Development,Laboratory Technician,Active Learning,3.0
64,Research & Development,Laboratory Technician,Microsoft Excel,4.5
64,Research & Development,Laboratory Technician,Microsoft Office,4.5
64,Research & Development,Laboratory Technician,Active Listening,3.62
